id	Username	Text	Date	Retweets	Favorites	Mentions	Hashtags	Geo	Permalink
417740760998739969	kendra_mae21	 wish cute laugh one laughs make people laugh sound like hyperventilating walrus asthma	2013-12-30	1	2				https://twitter.com/kendra_mae21/status/417740760998739969
417739009016598528	Mogibearr_	 wish cute laugh one laughs make people laugh sound like hyperventilating walrus asthma httpstwittercommogibearr_status thiskidstorm wish cute laugh one laughs make people laugh sound like hyper ventilating walrus asthma 	2013-12-30	0	0				https://twitter.com/thiskidstorm/status/417731852351188993
417710032864960512	__ssarahjonesss	 i wish cute laugh one laughs make people laugh sound like hyperventilating walrus asthma 	2013-12-30	2	0				https://twitter.com/__ssarahjonesss/status/417710032864960512
417708418590580736	BiancaaMarieee	 i wish cute laugh one laughs make people laugh sound like hyperventilating walrus asthma 	2013-12-30	1	1				https://twitter.com/BiancaaMarieee/status/417708418590580736
417565494837641216	WillConrad2	 gonna die someday asthma attack	2013-12-30	0	0				https://twitter.com/WillConrad2/status/417565494837641216
417524014722981890	MitchJoey	 know good night maddiejn asthma attack	2013-12-30	1	6	@Maddiejn07			https://twitter.com/MitchJoey/status/417524014722981890
416822850343796736	WillConrad2	 asthma attack panic attack heard joke	2013-12-28	0	0				https://twitter.com/WillConrad2/status/416822850343796736
416713260985876480	Nick_Lloyd42	 asthma bitch	2013-12-27	0	1				https://twitter.com/Nick_Lloyd42/status/416713260985876480
416656669477990400	MamaDavis72	 mattymatt_ asthma	2013-12-27	0	0	@mattymatt_7			https://twitter.com/MamaDavis72/status/416656669477990400
416341824949587968	Autumn_Rakosky	 emilydeluga mcginley_hannah asthma _llamel mbski kowalski athletic shorts pockets piss off	2013-12-26	0	0	@emilydeluga @mcginley_hannah @asthma @Mbski13Kowalski			https://twitter.com/Autumn_Rakosky/status/416341824949587968
415703914495754240	lilbootypaige	 also santa could cure asthma would awesome	2013-12-24	1	0				https://twitter.com/lilbootypaige/status/415703914495754240
415520084656807936	Autumn_Rakosky	 asthma _llamel biology 	2013-12-24	0	0	@asthma			https://twitter.com/Autumn_Rakosky/status/415520084656807936
415518690809896960	k_dog315	 girl babysit asthma extreme horrible asthma attacks watched night come find	2013-12-24	0	0				https://twitter.com/k_dog315/status/415518690809896960
415477064485978112	LVNDO__	 proudmomtreasia pray baby girl asthma attack morninh praying	2013-12-24	0	0	@ProudMomTreAsia			https://twitter.com/LVNDO__/status/415477064485978112
415451829498302464	k_dog315	 asthma attack one day starting count many times give kids breathing treatments	2013-12-24	0	0				https://twitter.com/k_dog315/status/415451829498302464
