id	Username	Text	Date	Retweets	Favorites	Mentions	Hashtags	Geo	Permalink
509833673722839040	ccarlymarleyy	 im feeling diabetic coma canolis	2014-09-10	0	0				https://twitter.com/ccarlymarleyy/status/509833673722839040
470303474123411456	_ScHoolboyJew	 third brownie day diabetis	2014-05-24	0	0		#Diabetis		https://twitter.com/_ScHoolboyJew/status/470303474123411456
450360277574647809	Lovestone007	 say life like box chocolate mean diabetic wordsafterbreakup	2014-03-30	1	0		#WordsAfterBreakUp		https://twitter.com/Lovestone007/status/450360277574647809
444297720082489345	NiIfePrincess	 im diabetic white chocolate picklines willbeusedinthenearfuture whitemenaresosexy cantdeal	2014-03-13	0	0		#picklines #willbeusedinthenearfuture #whitemenaresosexy #cantdeal		https://twitter.com/NiIfePrincess/status/444297720082489345
426801441718943744	wizkellyfah	 marscher thinks reason bring snacks parties im diabetic 	2014-01-24	0	4				https://twitter.com/wizkellyfah/status/426801441718943744
536338293131321344	Dan_Armstrong10	 uberfacts people drink several cups beer day least likely become diabetic welp god forbid	2014-11-22	0	2	@UberFacts			https://twitter.com/Dan_Armstrong10/status/536338293131321344
515237183469678592	charfreccia	 charfreccia definitely sexiest diabetic guy	2014-09-25	0	0	@charfreccia			https://twitter.com/charfreccia/status/515237183469678592
420585597116219392	hausofamelia	 diabetic followup appointment work close oh yeah gotta get groceries too	2014-01-07	0	0				https://twitter.com/hausofamelia/status/420585597116219392
493830175180591106	izzy_hb	 diabetic boyfriends like turnup soexciting yayinsulin idontfitz pictwittercoms bdjxfkkx	2014-07-28	1	0	@idontfitz	#turnup #soexciting #yayinsulin		https://twitter.com/izzy_hb/status/493830175180591106
447127193362395137	apprecfitness	 oiselle fil diabetic still running years young shamrockon half time texted day next half sept w goal 	2014-03-21	0	0	@oiselle @shamrockon			https://twitter.com/apprecfitness/status/447127193362395137
488048721154695168	_madisonbishop	 diabetic depresses much especially fucked ads come pandora	2014-07-12	0	0				https://twitter.com/_madisonbishop/status/488048721154695168
452571985084956672	JeppyTheGeek	 thechrisabbott go choke chocolate dick die diabetic comma	2014-04-05	0	1	@TheChrisAbbott			https://twitter.com/JeppyTheGeek/status/452571985084956672
506229156632592386	durrrgs	 omg dad shut fuck get youre fat diabetic gross dont take	2014-08-31	0	0				https://twitter.com/durrrgs/status/506229156632592386
466372296257855488	durrrgs	 bestoftexts help dad pictwittercomnkdhicfwhm literally dad cause hes actually diabetic	2014-05-13	0	0	@BestOfTexts			https://twitter.com/durrrgs/status/466372296257855488
433809337526779904	caseytraverse	 applied topically cayenne pepper reduce pain associated diabetic neuropathy httpwww organicbehaviorcom post cayennepeppershealthbenefitshtml diabetes pain relief	2014-02-12	0	0		#pain #diabetes #pain #relief		https://twitter.com/caseytraverse/status/433809337526779904
433673533798227968	caseytraverse	 applied topically cayenne pepper reduce pain associated diabetic neuropathy httpwww organicbehaviorcom post cayennepeppershealthbenefitshtml diabetes pain relief	2014-02-12	0	0		#pain #diabetes #pain #relief		https://twitter.com/caseytraverse/status/433673533798227968
491401522610065408	melbrodyy	 tim_early ever want go diabetic coma melbrodyy make sundae amidying 	2014-07-21	0	0	@Tim_Early @melbrodyy	#amidying		https://twitter.com/melbrodyy/status/491401522610065408
512578065906819072	kkelllsss	 uberfacts people drink several cups coffee day least likely become diabetic 	2014-09-18	0	0	@UberFacts			https://twitter.com/kkelllsss/status/512578065906819072
452571985084956672	JeppyTheGeek	 thechrisabbott go choke chocolate dick die diabetic comma	2014-04-05	0	1	@TheChrisAbbott			https://twitter.com/JeppyTheGeek/status/452571985084956672
445292367919476736	FightMass	 thelasttimeumassdanced wasnt diabetic	2014-03-16	0	0		#TheLastTimeUMassDanced		https://twitter.com/FightMass/status/445292367919476736
420685672438312960	jimmythewire	 foxfrienddoocy revived emts diabetic comas drinks in times since moving no cost him	2014-01-07	0	0	@FoxFriendDoocy @no			https://twitter.com/jimmythewire/status/420685672438312960
