"","SVM_LABEL","SVM_PROB"
"1","1",0.730442565507045
"2","1",0.685372892229224
"3","1",0.718356026051975
"4","1",0.762286601972912
"5","1",0.709719176730393
"6","1",0.69920727629189
"7","1",0.748478622776142
"8","1",0.698975626476791
"9","1",0.694125918959254
"10","1",0.581030730950028
"11","1",0.741400238509809
"12","1",0.730442565507045
"13","1",0.635487567357692
"14","1",0.746764640184112
"15","1",0.637859117608587
"16","1",0.581030730950028
"17","1",0.678122860406883
"18","1",0.675468691467021
"19","1",0.614010721370124
"20","1",0.730442565507045
"21","1",0.730442565507045
"22","1",0.730819064712801
"23","1",0.562970637384162
"24","1",0.669413775482231
"25","1",0.751561004490781
"26","1",0.764489798719109
"27","1",0.730442565507045
"28","1",0.748300910245317
"29","1",0.69920727629189
"30","1",0.748300910245317
"31","1",0.651837300510634
"32","1",0.736873245416969
"33","-1",0.531813023312065
"34","1",0.743792910754896
"35","1",0.692105521661368
"36","1",0.733295004727738
"37","1",0.734614652925759
"38","1",0.543807339653947
"39","1",0.724234736091511
"40","1",0.667402519311163
"41","1",0.706987950263029
"42","1",0.752555062867739
"43","1",0.73158736074198
"44","1",0.730442565507045
"45","1",0.741853189859412
"46","1",0.745816153854992
"47","1",0.730442565507045
"48","1",0.745816153854992
"49","1",0.730442565507045
"50","1",0.730442565507045
"51","1",0.74565688360619
"52","1",0.686010884561813
"53","1",0.694125918959254
"54","1",0.681345631129469
"55","1",0.730442565507045
"56","1",0.668874077427827
"57","1",0.771054811721472
"58","1",0.68711181360982
"59","1",0.730442565507045
"60","1",0.694125918959254
"61","1",0.706616018917919
"62","1",0.64897449834391
"63","1",0.659246544010664
"64","-1",0.597125755905995
"65","1",0.774803993664553
"66","-1",0.629770627539987
"67","1",0.702392961551574
"68","1",0.737464634908271
"69","1",0.723345189321103
"70","1",0.730442565507045
"71","1",0.75200529294003
"72","1",0.581030730950028
"73","1",0.740242632989017
"74","1",0.743792910754896
"75","1",0.581030730950028
"76","1",0.633837208683657
"77","1",0.706616018917919
"78","1",0.632653286347629
"79","-1",0.649606765992928
"80","1",0.76970372662832
"81","1",0.674348376988834
"82","1",0.589953064795937
"83","-1",0.597125755905995
"84","1",0.694125918959254
"85","-1",0.597125755905995
"86","1",0.719053145404455
"87","1",0.667061853072394
"88","1",0.694907164903849
"89","1",0.734019024552399
"90","-1",0.629770627539987
"91","1",0.682386609529202
"92","1",0.730442565507045
"93","1",0.777103712495764
"94","1",0.735766569403812
"95","1",0.730442565507045
"96","1",0.711350114000968
"97","-1",0.629770627539987
"98","1",0.749167187202326
"99","1",0.635620979305611
"100","1",0.6874668731855
"101","1",0.682386609529202
"102","1",0.748329837023855
"103","1",0.692105521661368
"104","1",0.741405624086161
"105","1",0.686979954357993
"106","1",0.632011345631826
"107","1",0.730442565507045
"108","1",0.74892855066626
"109","-1",0.5
"110","1",0.559482176017953
"111","1",0.736870506008817
"112","1",0.730442565507045
"113","1",0.646068551080037
"114","1",0.581030730950028
"115","1",0.575999332420256
"116","1",0.730442565507045
"117","1",0.639957815813862
"118","1",0.694125918959254
"119","-1",0.629770627539987
"120","1",0.66273747548515
"121","1",0.581030730950028
"122","1",0.73650727236097
"123","1",0.694125918959254
"124","1",0.679616706907474
"125","1",0.759978241851176
"126","1",0.774796436563097
"127","1",0.730442565507045
"128","1",0.758069757092358
"129","-1",0.586760390320464
"130","1",0.751045943415339
"131","1",0.638924318256137
"132","1",0.64531144667167
"133","1",0.750586596224527
"134","1",0.730442565507045
"135","1",0.70795163001587
"136","1",0.788724932574187
"137","1",0.730442565507045
"138","1",0.635487567357692
"139","1",0.760615981284741
"140","1",0.730442565507045
"141","1",0.774354186836906
"142","1",0.723190762684533
"143","1",0.687659486801832
"144","1",0.730442565507045
"145","1",0.643226109089496
"146","-1",0.629770627539987
"147","1",0.581030730950028
"148","1",0.691804250212203
"149","-1",0.579475619569446
"150","1",0.694125918959254
"151","1",0.776740526621636
"152","1",0.644636248513295
"153","1",0.635487567357692
"154","1",0.702392961551574
"155","1",0.760615981284741
"156","1",0.730442565507045
"157","1",0.575999332420256
"158","1",0.741400238509809
"159","1",0.743792910754896
"160","1",0.702392961551574
"161","1",0.730819064712801
"162","1",0.741400238509809
"163","1",0.708440742731267
"164","1",0.741436194243723
"165","1",0.713658334455024
"166","1",0.748478622776142
"167","1",0.665898849499641
"168","1",0.686979954357993
"169","1",0.708440742731267
"170","1",0.741436194243723
"171","1",0.743792910754896
