Nevada.txt,2010,213,55
alt_Kansas.txt,2010,0,0
New Hampshire.txt,2010,144,12
alt_South Dakota.txt,2010,0,0
alt_Montana.txt,2010,0,0
Nebraska.txt,2010,129,16
alt_Missouri.txt,2010,1,3
alt_Alabama.txt,2010,0,0
alt_Maine.txt,2010,1,0
alt_Oregon.txt,2010,1,0
Rhode Island.txt,2010,110,17
Delaware.txt,2010,70,95
alt_North Dakota.txt,2010,0,0
Iowa.txt,2010,172,26
South Dakota.txt,2010,66,6
Texas.txt,2010,2020,587
alt_Florida.txt,2010,6,4
alt_Puerto Rico.txt,2010,0,1
Mississippi.txt,2010,246,124
alt_New York.txt,2010,6,1
alt_Arizona.txt,2010,2,1
alt_Indiana.txt,2010,1,2
alt_Nevada.txt,2010,2,1
alt_Tennessee.txt,2010,0,0
alt_Michigan.txt,2010,7,6
Minnesota.txt,2010,468,94
alt_Oklahoma.txt,2010,1,0
Ohio.txt,2010,1123,188
Michigan.txt,2010,718,138
Georgia.txt,2010,778,248
Oregon.txt,2010,253,42
Colorado.txt,2010,323,44
alt_District Of Columbia.txt,2010,0,0
alt_California.txt,2010,9,2
Maryland.txt,2010,603,219
alt_Wyoming.txt,2010,0,0
Florida.txt,2010,1469,275
Arizona.txt,2010,613,105
alt_Massachusetts.txt,2010,2,0
alt_Virginia.txt,2010,5,1
Hawaii.txt,2010,68,12
Indiana.txt,2010,415,110
Wyoming.txt,2010,22,1
alt_South Carolina.txt,2010,0,3
alt_Delaware.txt,2010,0,0
alt_Iowa.txt,2010,0,2
alt_New Hampshire.txt,2010,1,0
alt_Vermont.txt,2010,0,0
Massachusetts.txt,2010,581,119
alt_Pennsylvania.txt,2010,5,0
Montana.txt,2010,37,3
alt_Texas.txt,2010,26,10
alt_Utah.txt,2010,1,0
alt_Illinois.txt,2010,7,2
alt_Kentucky.txt,2010,0,0
alt_Louisiana.txt,2010,3,0
alt_West Virginia.txt,2010,0,0
Virginia.txt,2010,589,143
New Mexico.txt,2010,102,11
alt_North Carolina.txt,2010,4,2
alt_Nebraska.txt,2010,0,0
Alaska.txt,2010,3,0
Kentucky.txt,2010,294,63
Oklahoma.txt,2010,177,38
West Virginia.txt,2010,106,23
California.txt,2010,2939,715
Missouri.txt,2010,514,75
alt_Minnesota.txt,2010,3,0
Louisiana.txt,2010,441,173
Maine.txt,2010,83,11
alt_Colorado.txt,2010,1,0
Kansas.txt,2010,231,44
New Jersey.txt,2010,1280,232
Wisconsin.txt,2010,276,55
alt_Alaska.txt,2010,0,0
alt_Arkansas.txt,2010,1,0
South Carolina.txt,2010,602,131
alt_Winsconsin.txt,2010,1,1
alt_Georgia.txt,2010,5,1
Illinois.txt,2010,1091,194
alt_New Jersey.txt,2010,2,0
Tennessee.txt,2010,367,126
Arkansas.txt,2010,150,19
alt_Maryland.txt,2010,0,0
Connecticut.txt,2010,390,77
Utah.txt,2010,124,16
Alabama.txt,2010,437,93
Washington.txt,2010,527,63
Pennsylvania.txt,2010,1186,280
alt_Rhode Island.txt,2010,1,0
alt_New Mexico.txt,2010,0,0
Idaho.txt,2010,62,14
alt_Ohio.txt,2010,8,3
alt_Mississippi.txt,2010,2,0
alt_Washington.txt,2010,0,1
alt_Idaho.txt,2010,0,0
North Carolina.txt,2010,721,178
New York.txt,2010,1627,597
alt_Hawaii.txt,2010,0,0
